S No.,School Code,School Name,State Name,City Name,Address,Email,Phone,PinCode,Description
165,SCH00376  ,ALPINE ENGLISH SCHOOL,Assam,Golaghat,"WARD NO. 2, DERGAON",NULL,NULL,785614,NULL
166,SCH00377  ,ALPINE INTERNATIONAL SR SEC SCHOOL,Punjab,Ludhiana,DR HIRA SINGH ROADCIVIL LINES,NULL,NULL,NULL,NULL
167,SCH00378  ,ALPINE PUBLIC SCHOOL,Delhi,NULL,"BHADSON , RANJIT NAGAR",NULL,NULL,NULL,NULL
168,SCH00379  ,ALPINE PUBLIC SCHOOL,Haryana,Gurgaon,SEC 38,NULL,NULL,NULL,NULL
169,SCH00380  ,ALPINE PUBLIC SCHOOL,Karnataka,Konanakunte,"119/1, 1st Cross, Bikasipura, Behind Metro (South), Off Kanakapura Main Road, Konanakunte, Bengaluru-560062, Karnataka",NULL,NULL,560062,NULL
170,SCH00381  ,ALPINE PUBLIC SCHOOL,Punjab,Kapurthala,BHATNURA KALANNADALADISTT. KAPURTHALA,NULL,NULL,144201,NULL
171,SCH00382  ,ALPINE PUBLIC SCHOOL,Punjab,Bhadson,"PATIALA ROAD,BHADSON",NULL,NULL,147202,NULL
172,SCH00385  ,ALPINE SCHOOL,Haryana,Ambala,VILLAGE BHAWANA PINJORE AMBALA,NULL,NULL,134104,NULL
173,SCH00386  ,AL-SARWAT CONVENT SCHOOL,Jammu and Kashmir,Anantnag,"K.P ROAD,SARWATABAD,KRIMSOO",NULL,NULL,192101,NULL
174,SCH00388  ,ALWAR PUBLIC SCHOOL,Rajasthan,Alwar,"6 KM. STONE , RAJGARH ROAD,ALWAR",NULL,NULL,301002,NULL
175,SCH00402  ,AMAR JAITAN DEVI INTERNATIONALSCHOOL,Rajasthan,Hanumangarh,PAKKA SAHARNA,NULL,NULL,335513,NULL
176,SCH00403  ,AMAR JYOTHI PRIMARY & HIGH SCHOOL,Karnataka,Mulbagal,"DR. VASUDEVREDDY LAYOUT, NEAR VARDARAJA THEATRE MULBAGAL--563131, DISTT. KOLAR (KARNATAKA )",NULL,NULL,563131,NULL
177,SCH00405  ,AMAR JYOTI SCHOOL,Punjab,Amritsar,G T ROAD,NULL,NULL,NULL,NULL
178,SCH00407  ,AMAR PURI PUBLIC SCHOOL,Punjab,NULL,SHRI GOINDWAL SAHIBDISTT.Tarn Taran Sahib,NULL,NULL,143332,NULL
179,SCH00408  ,AMAR VANI SCHOOL,Odisha,Anugul (Angul),"P.T.C , TURANG",NULL,NULL,NULL,NULL
180,SCH00409  ,AMARA JYOTHI PUBLIC SCHOOL,Karnataka,Bangalore,"BASAVANAPURA MAIN ROAD, DEVASANDRA, K.R.PURAMBANGALORE 560036",NULL,NULL,NULL,NULL
181,SCH00410  ,AMARA VANI PUBLIC SCHOOL,Karnataka,Bangalore,"1, 2ND MAIN ROAD, BASAVESRANAGAR, BEML LAYOUT-KAMALANAGAR, BANGALORE - 560079",NULL,NULL,NULL,NULL
182,SCH00411  ,AMARDEEP SAINIK SCHOOL,Punjab,Amritsar,"CHHABHAL ROAD, AMRITSAR.",NULL,NULL,NULL,NULL
183,SCH00412  ,AMARJYOTI SARASWATI INTERNATIONAL SCHOOL,Gujarat,Bhavnagar,"KALVIBID, BHAVNAGAR -364001 (GUJARAT )",NULL,0278 256 6711,364001,NULL
184,SCH00415  ,AMBALA PUBLIC SCHOOL,Haryana,Ambala,HISSAR ROAD AMBALA CITY,NULL,NULL,NULL,NULL
185,SCH00417  ,AMBEDKAR PUBLIC SCHOOL,Delhi,NULL,C - BALOK NAGLI VIHAR NAJAFGARH,NULL,NULL,110043,NULL
186,SCH00418  ,AMBER VALLEY RESIDENTIAL SCHOOL,Karnataka,Chikmagalur,"P.O.BOX NO. 116, K. M. ROAD, MUGTHIHALLI",NULL,NULL,577133,NULL
187,SCH00419  ,AMBIANCE PUBLIC SCHOOL,Delhi,NULL,"A-1, SAFDARJUNG ENCLAVE,",NULL,NULL,110029,NULL
188,SCH00423  ,AMBUJA PUBLIC SCHOOL,Rajasthan,Pali,"AMBUJA TOWNSHIP, RABRIYAWAS",NULL,NULL,306709,NULL
189,SCH00424  ,AMBUJA VIDYA NIKETAN,Gujarat,Veraval,AMBUJA NAGAR TAL-KODINAR DISTT AMRELI GUJARAT,NULL,NULL,362715,NULL
190,SCH00428  ,AMERICAN INT. SCHOOL,Rajasthan,Jaipur,"VT ROAD CROSSING,PATRKAR COLONY ROAD, NEW SANGANER ROAD, MANSAROVAR",NULL,NULL,NULL,NULL
191,SCH00429  ,AMERICAN PUBLIC SCHOOL,Haryana,Gurgaon,DLF PHASE II,NULL,NULL,NULL,NULL
192,SCH00434  ,AMIN GIRLS SCHOOL,Bihar,Patna,OPP HAI COMPLEX EXIBTION ROAD,NULL,NULL,800001,NULL
193,SCH00437  ,AMIT CONVENT,Maharashtra,Nagpur,HUDKESHWAR,NULL,NULL,NULL,NULL
194,SCH00439  ,AMITY INTL.SCHOOL,Delhi,NULL,SEC-7 PUSHP VIHAR,NULL,NULL,110017,NULL
195,SCH00442  ,AMOLOK PUBLIC SCHOOL,Haryana,Ambala,"VILLAGE BOHAWA, OPP. SAHAPUR ROAD",NULL,NULL,134104,NULL
196,SCH00443  ,AMRAWATI VIYALAYA,Chandigarh,Chandigarh,"AMRAWATI ENCLAVE ,SURAJPUR",NULL,NULL,NULL,NULL
197,SCH00446  ,AMRIT INDO CANADIAN ACADEMY,Punjab,Ludhiana,VILLAGE LADIAN,NULL,NULL,141008,NULL
198,SCH00448  ,AMRIT VIDYA ASHRAM,Rajasthan,Sikar,IN FRONT OF AMRITNATHASHRAM FATEHPUR SHEKHAWATI,NULL,NULL,332301,NULL
199,SCH00449  ,AMRITA PUBLIC SCHOOL,Delhi,NULL,K-2/474 SANGAM VIHAR,NULL,NULL,110062,NULL
200,SCH00450  ,AMRITA VIDYALAM,West Bengal,Kolkata,"BUDGE BUDGE TANKE ROAD,",NULL,NULL,NULL,NULL
201,SCH00451  ,AMRITA VIDYALAYAM,Gujarat,Ahmedabad,PLOT NO.83 NEAR REVAMANI HALL JANATA NAGAR ROAD GHATLODIA,NULL,NULL,380061,NULL
202,SCH00452  ,AMRITA VIDYALAYAM,Karnataka,Belgaum,"NO-71, NEAR BHAVANI NAGAR, MANDOLI ROAD, BELGAUM-KARNATAKA",NULL,NULL,590008,NULL
203,SCH00453  ,AMRITA VIDYALAYAM,Karnataka,Mysore,"BOGADI, MYSURU, KARNATAKA 570026",NULL,NULL,NULL,NULL
204,SCH00459  ,AMRITA VIDYALAYAM,West Bengal,Barddhaman (Bardhaman),"RANGA MATI PATH, BIDHANNAGAR,",NULL,NULL,742212,NULL
205,SCH00463  ,AMRITA VIDYALYA,Delhi,NULL,"SECT,7 PUSHP-VIHAR",NULL,NULL,NULL,NULL
206,SCH00471  ,AMRITSAR PUBLIC SCHOOL,Punjab,Amritsar,FOCAL POINT,NULL,NULL,NULL,NULL
207,SCH00486  ,ANAND CHILDREN ACADEMY,Rajasthan,Jodhpur,SOOR SAGAR,NULL,NULL,342001,NULL
208,SCH00488  ,ANAND INTERNATIONAL SCHOOL,Bihar,Patna,"OPP- BAIDHNATH BHAWAN, CHRITAND OVER BRIDGE, PATNA",NULL,NULL,800001,NULL
209,SCH00490  ,ANAND MEMORIAL PUBLIC SCHOOL,Delhi,NULL,ISHWAR COLONEY BAWANA,NULL,NULL,NULL,NULL
210,SCH00491  ,ANAND NIKETAN -SHILAJ CAMPUS (ICSE),Gujarat,Ahmedabad,"THALTEJ - SHILAJ ROAD NEAR  AMBLI RLY. CROSSING , THALTEJ, AHMEDABAD --380058 (GUJARAT )",NULL,9737047647,380058,NULL
211,SCH00492  ,ANAND NIKETAN SATELLITE SCHOOL,Gujarat,Ahmedabad,"8, SHERKOTDA, B/H NOVOTEL HOTEL, NEAR ASAWARI TOWER, OFF S.G ROAD, SATELLITE, AHMEDABAD--380002 (GUJARAT )",NULL,9624000858,380002,NULL
212,SCH00493  ,ANAND NIKETAN,Odisha,Koraput,LAMTAPUT PO-KORAPUT,NULL,NULL,764081,NULL
213,SCH00494  ,ANAND PREP/PUBLIC SCHOOL,Bihar,Muzaffarpur,"CHHAKAR MAIDAN, PURAUTA HOUSE, MUZAFFARPUR",NULL,NULL,NULL,NULL
214,SCH00496  ,ANAND PUBLIC SCHOOL,Bihar,Bhagalpur,"KHAN KITTA, SABOUR",NULL,NULL,813210,NULL
215,SCH00497  ,ANAND PUBLIC SCHOOL,Bihar,Patna,"JAY PRAKASH NAGAR,PATNA-1",NULL,NULL,800001,NULL
216,SCH00498  ,ANAND PUBLIC SCHOOL,Haryana,Karnal,NIGDHU,NULL,NULL,132157,NULL
217,SCH00499  ,ANAND PUBLIC SCHOOL,Haryana,NULL,"D-77, PROFESSOR COLONY",NULL,NULL,135001,NULL
218,SCH00501  ,ANAND PUBLIC SR.SEC. SCHOOL,Punjab,Kapurthala,MANDI ROAD,NULL,NULL,144601,NULL
219,SCH00502  ,ANAND SHIKSHA KENDRA,Karnataka,Bangalore,KAIKONDANAHALLI BELANDUR GATE CARMELRAM POST SARJAPUR ROAD,NULL,NULL,560035,NULL
220,SCH00503  ,ANAND VIDYA BHARTI SCHOOL,Delhi,NULL,SANGAM VIHAR,NULL,NULL,NULL,NULL
221,SCH00504  ,ANAND VIDYA MANDIR UCHA MADHYAMIK VIDYALAYA,Rajasthan,Bharatpur,PLOT NO 447 RUNDIYA NAGAR IN FRONT OF CIMMCO,NULL,NULL,321001,NULL
222,SCH00510  ,ANANDSAGAR PUBLIC SCHOOL,Maharashtra,Sangli ,"MANERAJURI ROAD , CHICHNI TASGAUN",NULL,NULL,416408,NULL
223,SCH00511  ,ANANT LEWIS PUBLIC SCHOOL,Rajasthan,Jodhpur,"NEAR CHUNGI NAKA, MAIN BANAR ROAD ,NANDRI",NULL,NULL,342001,NULL
224,SCH00512  ,ANANT PUBLIC SCHOOL,Rajasthan,Jhunjhunu,"RANI SATI ROAD,",NULL,NULL,333001,NULL
225,SCH00513  ,ANANTH INTERNATIONAL SCHOOL,Karnataka,Hassan,"NH-73, ANCHE KOPPALU,B.H ROAD,  ARSIKERE, DIST HASSAN ",NULL,NULL,573103,NULL
226,SCH00515  ,ANANTH VIDYANIKETHAN,Karnataka,Bangalore,"SAI GARDEN, AVATHI DEVENHALLI TALUK",NULL,NULL,560110,NULL
227,SCH00518  ,ANCHAL INTERNATIONAL SCHOOL,Chandigarh,Chandigarh,SECTOR -41 D,NULL,NULL,NULL,NULL
228,SCH00521  ,ANDHRA ASSOCIATION ENGLISH SCHOOL,Jharkhand,Jamshedpur,"ROAD NO.1 B.H AREA, P.O KADMA",NULL,NULL,831005,NULL
229,SCH00522  ,ANDHRA ASSOCIATION SCHOOL,West Bengal,Kolkata,13 A SHAHNAGAR ROAD,NULL,NULL,700026,NULL
230,SCH00523  ,ANDHRA EDUCATION SOCIETY SCHOOL,Delhi,NULL,SECTOR-7 PUSHP VIHAR,NULL,NULL,110017,NULL
231,SCH00524  ,ANDRA EDU. SOCITY,Delhi,NULL,I.T.O.,NULL,NULL,NULL,NULL
232,SCH00525  ,ANDREW'S HIGH SCHOOL,West Bengal,Kolkata,"33 , GARIAHAT ROAD",NULL,NULL,700031,NULL
233,SCH00527  ,ANEES SCHOOL,Chandigarh,Chandigarh,SECTOR-69 MOHALI,NULL,NULL,160062,NULL
234,SCH00529  ,ANGEL EDUCATION SOCIETY,West Bengal,Kolkata,"CL 25 & 26, SECTOR II,SALT LAKE CITY",NULL,NULL,700091,NULL
235,SCH00532  ,ANGEL PUBLIC SCHOOL,Rajasthan,Hanumangarh,"PWD ROAD, NOHAR",NULL,NULL,335523,NULL
236,SCH00533  ,ANGEL PUBLIC SCHOOL,Rajasthan,Jaipur,"NEAR BAMBALA PULIA, SITAPURA, SANGANER",NULL,NULL,NULL,NULL
237,SCH00534  ,ANGEL PUBLIC SR SEC SCHOOL,Delhi,NULL,SAHDEV GALI VISHWAS NAGAR,NULL,NULL,110032,NULL
238,SCH00535  ,ANGELIKA HIGHER SECONDERY SCHOOL,Assam,Guwahati [Gauhati],"BHANGAGARH, BESIDES SATSANG MANDIR",NULL,NULL,781005,NULL
239,SCH00536  ,ANGELIKA HIGHER SECONDERY SCHOOL,Assam,Guwahati [Gauhati],"BHANGAGARH, BESIDES SATSANG MANDIR, GUWAHATI",NULL,NULL,781005,NULL
240,SCH00541  ,ANGIRAS BHARTI PUBLIC SCHOOL,Delhi,NULL,LAMPUR ROADBANKNER,NULL,NULL,NULL,NULL
241,SCH00542  ,ANGLE PUBLIC SCHOOL,Punjab,Pathankot,"DALHOUSIE CHOWK,",NULL,NULL,NULL,NULL
242,SCH00543  ,ANGLO ARABIC MODEL SCHOOL,Delhi,NULL,AJMERI GATE,NULL,NULL,110006,NULL
243,SCH00545  ,ANGLO INDIAN PUBLIC SCHOOL,Delhi,NULL,MAYUR VIHAR PHASE III,NULL,NULL,NULL,NULL
244,SCH00547  ,ANGLOO ARABIC HIGHER SECONDARY SCHOOL,West Bengal,Kolkata,"46/7, MAHATMA GANDHI ROAD,",NULL,NULL,700009,NULL
245,SCH00548  ,ANIT VIDYAPITH,Delhi,NULL,HOLMBI KALAN,NULL,NULL,110082,NULL
246,SCH00551  ,ANJANA PUBLIC SCHOOL,Delhi,NULL,NEW ROHATAK ROADKAROL BAGH,NULL,NULL,110005,NULL
247,SCH00552  ,ANJANA PUBLIC SCHOOL,Rajasthan,Sikar,"HANUMAN NAGAR,LINK ROAD, LAXMANGARH",NULL,NULL,332001,NULL
248,SCH00555  ,ANKITHA PRIMARY SCHOOL,Karnataka,Bangalore,"# 64&86, NEAR BALAMURI GANAPATHI TEMPLE, BHAGAVATHI LAYOUT, HULIMAVU, BANNERGHATTA ROAD",NULL,NULL,560076,NULL
249,SCH00556  ,ANKUR INT. ENGLISH SCHOOL,Gujarat,Ahmedabad,"SARDAR PATEL CHOWK, KRISHNANAGAR, NAVA NARODA",NULL,: 090810 21400,380038,BOOK SELLER- NEW PARIKH GENERAL STORE- AHMEDABAD
250,SCH00559  ,ANKUR NURSERY SCHOOL,West Bengal,Medinipur (Midnapore),"6TH AVENUE, NEAR SERSA STADIUM, KHARAGPUR",NULL,NULL,721301,NULL
251,SCH00560  ,ANKUR PUBLIC SCHOOL,Chandigarh,Chandigarh,SEC-14 CHANDIGARH,NULL,NULL,NULL,NULL
252,SCH00562  ,ANKUR PUBLIC SCHOOL,West Bengal,Howrah,"NAUL, SHYAMPUR, HOWRAH",NULL,NULL,711312,NULL
253,SCH00563  ,ANKUR SENIOR SECONDARY SCHOOL,Rajasthan,Banswara,"RATLAM ROAD,BANSWARA",NULL,NULL,327001,NULL
254,SCH00579  ,ANNAPURNA PUBLIC SCHOOL,Rajasthan,Kota,MAUJI BABA DHAM,NULL,NULL,NULL,NULL
255,SCH00580  ,ANNASAHEB BALASAHEB CHAKOTE ENGLISH MEDIUM SCHOOL,Maharashtra,Kolhapur,"NANDANI ROAD,DHRANGUTTI TAL SHIROL",NULL,NULL,416110,NULL
256,SCH00581  ,ANNIE BASANT PUBLIC SCHOOL,Rajasthan,Ganganagar,"19-NEW VINOBA BASTI,GANDHI NAGAR,",NULL,NULL,335001,NULL
257,SCH00582  ,ANNIE BEASANT,Bihar,Patna,MITHAPUR,NULL,NULL,NULL,NULL
258,SCH00583  ,ANNIE BESANT CONVENT,Karnataka,Bangalore,"GOLLARAHATTI, VISWANEEDAM, NEAR NICE ROAD, MAGADI MAIN ROAD, BANGALORE",NULL,NULL,560091,NULL
259,SCH00585  ,ANNIE BESANT MEMORIAL SCHOOL,West Bengal,Kolkata,"1717, MADHUSUDAN BANERJEE ROAD, BIRATI",NULL,NULL,700051,NULL
260,SCH00591  ,ANTHEM INTERNATIONAL SCHOOL,Haryana,Karnal,NIGDHU KARNAL,NULL,NULL,132001,NULL
261,SCH00594  ,ANUPAM MONTESSORI SCHOOL,Punjab,Amritsar,RAMANAND BAGH,NULL,NULL,NULL,NULL
262,SCH00595  ,ANUPAMA ENGLISH SCHOOL,Karnataka,Bangalore,"WEST OF CHORD ROAD, 2ND STAGE, MAHALAKSHMIPURAM, BESIDE AVANI SHANKARMUTT",NULL,NULL,560086,NULL
263,SCH00597  ,SRI  ANUPAMA VIDYA MANDIR,Karnataka,Bangalore,"ANDARAHALLI MAIN ROAD, PEENYA 2ND  STAGE, BANGALORE",NULL,NULL,560091,NULL
264,SCH00598  ,ANURADHA HR. SEC SCHOOL,Jammu and Kashmir,Jammu,BARNAI,NULL,NULL,NULL,NULL
265,SCH00599  ,ANURADHA MIISSION SCHOOL,Jammu and Kashmir,Jammu,"K.B. COLONY ,BANTALAB",NULL,NULL,NULL,NULL
266,SCH00603  ,ANVESHANA FOUNDATION,Karnataka,Bangalore,"# 273, 11TH MAIN, INDIRANAGAR, 2ND STAGE",NULL,NULL,560038,NULL
267,SCH00605  ,APALA SCHOOL OF EDUCATION,Rajasthan,Hanumangarh,HISSAR ROAD NOHAR,NULL,NULL,335523,NULL
268,SCH00606  ,APEEJAY SCHOOL,Delhi,NULL,SHEIKH SARAI,NULL,NULL,NULL,NULL
269,SCH00607  ,APEEJAY SCHOOL,Delhi,NULL,SAKET,NULL,NULL,NULL,NULL
270,SCH00608  ,APEEJAY SCHOOL,Punjab,Jalandhar [Jullundur],BHAGWAN MAHAVIR MARG,NULL,NULL,144001,NULL
271,SCH00609  ,APEEJAY SCHOOL,Punjab,Jalandhar [Jullundur],"RAMA MANDI,HOSHIARPUR ROAD,JALANDHAR",NULL,NULL,144007,NULL
272,SCH00610  ,APEEJAY SCHOOL,West Bengal,Kolkata,"BG - 180,SECTOR - II,BIDHANNAGARSALT LAKE",NULL,NULL,700091,NULL
273,SCH00611  ,APEEJAY SCHOOL,West Bengal,Kolkata,NULL,NULL,NULL,17,NULL
274,SCH00612  ,APEX BHARTI SR. SEC. SCHOOL,Rajasthan,Jodhpur,"6-B\\1 NEAR P.W.D. CIRCLE, HIGH COURT COLONY ROAD RATANADA",NULL,NULL,342001,NULL
275,SCH00613  ,APEX CHILDREN ACADEMY,Rajasthan,Nagaur,"STATION ROAD,KUCHAMAN CITY",NULL,NULL,341505,NULL
276,SCH00614  ,APEX E M SCHOOL,Odisha,NULL,"BAIDYARAJPUR, PO - DEBIDWAR",NULL,NULL,755002,NULL
277,SCH00616  ,APEX INTERNATIONAL SCHOOL,Rajasthan,Jalor,BADSAN BY PASS NEAR NH-15 SANCHORE,NULL,NULL,343041,NULL
278,SCH00618  ,APEX INTERNATIONAL SR.SEC.SCHOOL,Punjab,Jalandhar [Jullundur],KAURTHALA ROADNAKODER,NULL,NULL,144040,NULL
279,SCH00619  ,APEX PUBLIC SCHOOL,Delhi,NULL,SANT NAGAR BURARI,derekbrendish@gmail.com,1127617750,NULL,NULL
280,SCH00620  ,APEX PUBLIC SCHOOL,Rajasthan,Hanumangarh,"5 BHD, NOHAR SIRSA BYE PASS BHADRA",NULL,NULL,335501,NULL
281,SCH00623  ,APEX SCHOOL,West Bengal,Barddhaman (Bardhaman),"NATUN PALLY,BENACHITY, DURGAPUR",NULL,NULL,713213,NULL
282,SCH00624  ,APEX SCHOOL OF BASIC EDUCATION,Jammu and Kashmir,Badgam (Budgam),MIRKUNDBUDGAM,NULL,NULL,NULL,NULL
283,SCH00626  ,APJ INTERNATINOL SCHOOL,Delhi,NULL,"MAIN JAGATPURI ROAD ,WAZIRABAD",NULL,NULL,NULL,NULL
284,SCH00627  ,APOLLO CONVENT,Karnataka,Bangalore,"#609, 3RD PHASE, 5TH CROSS, 3RD STAGE, BANASHANKRI, BANGALORE",NULL,NULL,560085,NULL
285,SCH00630  ,APOLLO PUBLIC SCHOOL,Punjab,Patiala,"URBAN ESTATE,PHASE-1,PATIALA",NULL,NULL,147001,NULL
286,SCH00632  ,APPA PUBLIC SCHOOL,Karnataka,Gulbarga,SHARAN NAGAR,NULL,NULL,585103,NULL
287,SCH00633  ,APPACHA KAVI VIDYALAYA,Karnataka,Madikeri,"GONIKOPPAL-SRIMANGALA ROAD,PONNAMPET",NULL,NULL,571216,NULL
288,SCH00634  ,APPASAHEB BIRNALE PUBLIC SCHOOL,Maharashtra,Sangli ,"SHINDE MALA , NEAR RAILWAY STATION",NULL,NULL,416416,NULL
289,SCH00636  ,APPOLLO CHILDREN ACADEMY,Rajasthan,Nagaur,"ASHOK NAGAR,DALLA BALAJI ROAD,KUCHAMAN CITY",NULL,NULL,341508,NULL
290,SCH00637  ,APPOLLO CONVENT SCHOOL,Delhi,NULL,OLAMBI KALAN,NULL,NULL,NULL,NULL
291,SCH00638  ,"APPOLLO NATIONAL PUBLIC SCHOOL,",Karnataka,Bangalore,"125/1, U BLOCK HBCS LAYOUT",NULL,NULL,560085,NULL
292,SCH00640  ,ARADHANA SCHOOL,Karnataka,Gulbarga,SHAHABAZAR,NULL,NULL,585103,NULL
293,SCH00644  ,ARAVALI PUBLIC SCHOOL,Rajasthan,Sikar,SP-1 RIICO INDUSTRIAL AREA NEEM KA THANA,NULL,NULL,332713,NULL
294,SCH00646  ,ARAVLI PUBLIC SCHOOL,Delhi,NULL,NARAINA VILLEGE NEW DELHI 110028,NULL,NULL,NULL,NULL
295,SCH00647  ,ARAWALI INT. SCHOOL,Haryana,Rewari,JAJJAR ROAD,NULL,NULL,NULL,NULL
296,SCH00649  ,ARAYANS ACADEMY,Rajasthan,Jaipur,"KHATIPURA ROAD, JAIPUR",NULL,NULL,NULL,NULL
297,SCH00652  ,ARCADIA ACADEMY,Rajasthan,Kota,TALWANDI,NULL,NULL,NULL,NULL
298,SCH00657  ,ARCHARYA PATHASALA SCHOOL,Karnataka,Bangalore,NR COLONY,NULL,NULL,NULL,NULL
299,SCH00662  ,ARECA SCHOOL,Manipur,NULL,"NEAR 2ND M R, NORTH AOC",NULL,NULL,795107,NULL
300,SCH00665  ,ARIHANT PUBLIC SCHOOL,Rajasthan,Alwar,"BYE PASS ,TIJARA , DISTT. ALWAR",NULL,NULL,301411,NULL
301,SCH00667  ,ARISTOTLE PUBLIC SR SEC SCHOOL,Delhi,NULL,MAIN BUS STANDQUTABGARH,NULL,NULL,NULL,NULL
302,SCH00668  ,ARJUN PUBLIC SCHOOL,Rajasthan,Sikar,"NEAR SHEKHAWATI RESORT N.H.11,LAXMANGAEH ROAD,",NULL,NULL,332001,NULL
303,SCH00669  ,ARMY PUBLIC SCHOOL,Assam,Jorhat,"NEAR MES GATE, ROWRIAH",NULL,NULL,785004,NULL
304,SCH00670  ,ARMY PUBLIC SCHOOL,Assam,Guwahati [Gauhati],"C/O 151 BASE HOSPITAL, BASISTHA",NULL,NULL,781029,NULL
305,SCH00671  ,ARMY PUBLIC SCHOOL,Delhi,NULL,"SADAR BAZAR , DELHI CANTT , NEW DELHI 110010",NULL,NULL,NULL,NULL
306,SCH00672  ,ARMY PUBLIC SCHOOL,Delhi,NULL,SHANKAR VIHAR,NULL,NULL,NULL,NULL
307,SCH00673  ,ARMY PUBLIC SCHOOL,Delhi,NULL,UPPER RING ROADDHOULA KUAN,NULL,NULL,110010,NULL
308,SCH00674  ,ARMY PUBLIC SCHOOL,Jammu and Kashmir,Udhampur,MAIN HIGHWAY ROAD,NULL,NULL,180001,NULL
309,SCH00675  ,ARMY PUBLIC SCHOOL(KAMARAJ ROAD ),Karnataka,Bangalore,"ABDUL HAMID BARRACKS K KAMARAJ ROAD, BANGALORE",NULL,NULL,560042,NULL
310,SCH00676  ,ARMY PUBLIC SCHOOL,Karnataka,Bangalore,"MEKRI CIRCLE, PRTC CENTRE",NULL,NULL,560042,NULL
311,SCH00679  ,ARMY PUBLIC SCHOOL,Meghalaya,Shillong,UMROI MILITARY STATION,NULL,NULL,110059,NULL
312,SCH00680  ,ARMY PUBLIC SCHOOL,Meghalaya,Shillong,"SHILLONG CANTONMENT HEAD QRS 101 AREA C/O 99 APO,110059",NULL,NULL,NULL,NULL
313,SCH00681  ,ARMY PUBLIC SCHOOL,Meghalaya,Shillong,"HAPPY VALLEY, 58 GORKHA TRAINING CENTER",NULL,NULL,793007,NULL
314,SCH00682  ,ARMY PUBLIC SCHOOL,Nagaland,Dimapur,RANGAPAHAR MILITARY STATION,NULL,NULL,791123,NULL
315,SCH00683  ,ARMY PUBLIC SCHOOL,Odisha,Chhatrapur,"GOPALPUR, GOLABANDHA",NULL,NULL,761052,NULL
316,SCH00684  ,ARMY PUBLIC SCHOOL,Punjab,Jalandhar [Jullundur],"NEAR MILITARY HOSPITAL, JALANDHAR CANTT.",NULL,NULL,144005,NULL
317,SCH00685  ,ARMY PUBLIC SCHOOL,Rajasthan,Bikaner,ARMY AREA,NULL,NULL,334001,NULL
318,SCH00686  ,ARMY PUBLIC SCHOOL,Rajasthan,Kota,"NEAR JANAKPURI, MALA ROAD",NULL,NULL,NULL,NULL
319,SCH00687  ,ARMY PUBLIC SCHOOL,Rajasthan,Ganganagar,LALGARH JATTAN C/O HQ83 INF BDE C/O APO,NULL,NULL,335804,NULL
320,SCH00688  ,ARMY PUBLIC SCHOOL,Rajasthan,Ganganagar,C/O 170 INF C/O 56 APO SURATGARH,NULL,NULL,335804,NULL
321,SCH00689  ,ARMY PUBLIC SCHOOL,Rajasthan,Ganganagar,SRI GANGA NAGAR PO SADHUWALI,NULL,NULL,335001,NULL
322,SCH00695  ,ARMY PUBLIC SCHOOL,Uttar Pradesh,Noida,"SEC.36, NOIDA, UP",NULL,NULL,NULL,NULL
323,SCH00702  ,ARMY PUBLIC SCHOOL,West Bengal,Kolkata,NORTH GATE BARRACKPORE CANT KOLKATA,NULL,NULL,NULL,NULL
324,SCH00704  ,ARMY SCHOOL,Haryana,Ambala,90 ALEXANDER ROAD AMBALA,NULL,NULL,133001,NULL
325,SCH00705  ,ARMY SCHOOL,Jammu and Kashmir,Jammu,DOMANA,NULL,NULL,190001,NULL
326,SCH00706  ,ARMY SCHOOL,Jammu and Kashmir,Jammu,JAMMU CANTT,NULL,NULL,NULL,NULL
327,SCH00707  ,ARMY SCHOOL,Jammu and Kashmir,Jammu,MIRAN SAHIBJAMMU,NULL,NULL,180001,NULL
328,SCH00714  ,ARMY SHAURYA SCHOOL,Punjab,Amritsar,"ARMY CANTT, AMRITSAR",NULL,NULL,NULL,NULL
329,SCH00715  ,ARMY SHOURIE SCHOOL,Jammu and Kashmir,Jammu,"DOMANA ,JAMMU",NULL,NULL,180001,NULL
330,SCH00716  ,AROHAN ENGLISH ACADEMY,West Bengal,Hugli-Chinsurah (Hugli-Chuchura),BOSO SHIBAICHANDI HOOGHLY,NULL,NULL,NULL,NULL
331,SCH00719  ,AROMA FOUNDATION SCHOOL,Jammu and Kashmir,Jammu,MUTHI,NULL,NULL,180001,NULL
332,SCH00723  ,ARORA INTERNATIONAL SCHOOL,Bihar,Patna,MAHRUPH GUNJ PATNA CITY,NULL,NULL,NULL,NULL
333,SCH00724  ,ARORVANSH PUBLIC SCHOOL,Rajasthan,Ganganagar,GAGAN PATH JAWAHAR NAGAR,NULL,NULL,335001,NULL
334,SCH00730  ,ARUN MODERN SR SEC SCHOOL,Delhi,NULL,BRIJPURI,NULL,NULL,110094,NULL
335,SCH00731  ,ARUN RASHMI SCHOOL,Punjab,Amritsar,B K DUTT GATE,NULL,NULL,NULL,NULL
336,SCH00734  ,ARUNDHATI ENGLISH ACADEMY,West Bengal,Kolkata,1-49 GANPAT RAI KHEMKA LANE RBS COMPOUND LILUAH,NULL,NULL,NULL,NULL
337,SCH00735  ,ARUNODAYA PUBLIC SCHOOL,Delhi,NULL,KARKARDOOMA INSTITUTIONAL AREA,sangeetanagar@gmail.com,22371019,110092,NULL
