#ID,Chapter Name,Chapter No,Board,Class,Subject,Series,Image,Position,Status,Action
203,"Activity 17. Given perimeter, to find dimensions of a rectangle or a square which encloses maximum area",17,CBSE,Class 7,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,17,Active,
204,Activity 17. To demonstrate by paper folding that the lengths of tangents drawn to a circle from an external point are equal,17,CBSE,Class 10,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,17,Active,
205,Activity 17. To observe number patterns and to generate further steps.,17,CBSE,Class 8,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,17,Active,
206,Activity 17. To verify the mid point theorem by activity approach,17,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,17,Active,
207,ACTIVITY 18 To collect the data from the students regarding time spent (more than 2 hours) in watching T.V. and to present the data in the form of a bar graph by paper cutting and pasting,18,CBSE,Class 6,Mathematics,Mathematics Enrichment Lab Activities,,18,Active,
208,Activity 18 To draw a cube with given edge (say 5 cm long) On an isometric dot paper and To draw its oblique sketch on the squared paper,18,CBSE,Class 7,Mathematics,Mathematics Enrichment Lab Activities,,18,Active,
209,Activity 18 To establish the criteria for similarity Of two triangles,18,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,18,Active,
210,Activity 18 To explore the relationship between (i) length (in cm) and perimeter in (cm) (ii) length (in cm) and area in (cm2) of 5 squares of different dimensions drawn on a squared paper,18,CBSE,Class 8,Mathematics,Mathematics Enrichment Lab Activities,,18,Active,
211,Activity 18 To find the perimeter and area of irregular shapes.,18,CBSE,Class 6,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,18,Active,
212,Activity 18 To obtain a parallelogram by paper folding,18,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,18,Active,
213,Activity 18. To derive the formula for the area of a rhombus,18,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,18,Active,
214,Activity 18. To determine a formula for finding the area of a rectangle.,18,CBSE,Class 7,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,18,Active,
215,Activity 18. To introduce some interesting and single step methods of calculations from Vedic Mathematics.,18,CBSE,Class 8,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,18,Active,
216,Activity 18.To find the surface area and volume of combined solids by activity method,18,CBSE,Class 10,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,18,Active,
217,"Activity 19 To draw a cuboid of given dimensions (say 7 units, 4 units and 2 units) on an isometric dot paper and To draw its oblique sketch on the squared paper",19,CBSE,Class 7,Mathematics,Mathematics Enrichment Lab Activities,,19,Active,
218,"Activity 19 To explore the similarities and differences in properties With respect To diagonals Of the following quadrilaterals — a parallelogram, a square, a rectangle and a rhombus.",19,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,19,Active,
219,"Activity 19 To illustrate that the medians Of a triangle concur at a point (called the centroid), which always lies inside the triangle",19,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,19,Active,
220,Activity 19 To obtain a formula for the area of a trapezium,19,CBSE,Class 8,Mathematics,Mathematics Enrichment Lab Activities,,19,Active,
221,"Activity 19. Collection, tabulation, diagrammatic representation of data. Computation of mean, median and mode of data",19,CBSE,Class 10,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,19,Active,
222,Activity 19. To determine a formula for finding the area of a square.,19,CBSE,Class 7,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,19,Active,
223,Activity 2 To verify that multiplication is commutative for whole numbers by paper cutting and pasting method.,2,CBSE,Class 6,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,2,Active,
224,"Activity 2 To draw the graph of a quadratic polynomial and observe : (i) the shape of the curve when the coefficient of x? is positive (ii) the shape of the curve when the coefficient of x? is negative (iii) number of zeros""",2,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,2,Active,
225,"Activity 2 To find an approximate value of the sum of two irrational numbers of the form geometrically, where a and b are natural numbers",2,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,2,Active,
226,Activity 2 To multiply two fractions,2,CBSE,Class 7,Mathematics,Mathematics Enrichment Lab Activities,,2,Active,
227,Activity 2 To represent some irrational numbers on the number line,2,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,2,Active,
228,Activity 2 To verify by paper cutting and pasting that the sum of the interior angles of a quadrilateral is 360*,2,CBSE,Class 8,Mathematics,Mathematics Enrichment Lab Activities,,2,Active,
229,"ACTIVITY 2 To verify that Multiplication is commutative for whole numbers,by paper cutting and pasting",2,CBSE,Class 6,Mathematics,Mathematics Enrichment Lab Activities,,2,Active,
230,Activity 2. To find the product of two integers with negative signs by means of a pattern,2,CBSE,Class 7,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,2,Active,
231,Activity 2. To verify that (a – b)2 = a2 – 2 ab + b2 by activity method.,2,CBSE,Class 8,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,2,Active,
232,Activity 2. To verify the conditions for consistency and inconsistency of a system of linear equations in two variables graphically,2,CBSE,Class 10,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,2,Active,
233,Activity 20 To make shapes using unit cubes,20,CBSE,Class 7,Mathematics,Mathematics Enrichment Lab Activities,,20,Active,
234,Activity 20 To obtain a formula for the curved surface area of a circular cylinder,20,CBSE,Class 8,Mathematics,Mathematics Enrichment Lab Activities,,20,Active,
235,Activity 20 To verify experimentally that the ratio of the areas of two similar triangles is equal To the ratio of the squares of their corresponding sides,20,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,20,Active,
236,Activity 20 To verify the mid•point theorem for a triangle using paper cutting and pasting,20,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,20,Active,
237,Activity 20. To make a frequency table involving activity and to represent the same as a bar graph.,20,CBSE,Class 7,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,20,Active,
238,"Activity 20. To verify by activity method that parallelograms on the same base and between the same parallels areequal in area,.",20,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,20,Active,
239,Activity 20.To find the probability of an outcome and compare it with its theoretical probability,20,CBSE,Class 10,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,20,Active,
240,Activity 21 To show that the figure obtained by joining the mid points of the consecutive sides of any quadrilateral is a parallelogram,21,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,21,Active,
241,Activity 21 To verify the Pythagoras theorem by the method Of paper cutting and pasting,21,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,21,Active,
242,Activity 21. Making a Geo Board and use it to verify that triangles on the same base and between the sameparallels are equal in area,21,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,21,Active,
243,Activity 21. To introduce certain tricks in mathematics for enrichment and to develop interest in mathematics.,21,CBSE,Class 7,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,21,Active,
244,Activity 22 To verify experimentally that the parallelograms on the same base and between the same parallels are equal in area,22,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,22,Active,
245,Activity 22 To verify Pythagoras theorem by Bhaskara method,22,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,22,Active,
246,Activity 22. To verify by activity method :(i) Equal chords of a circle are equidistant from the centre(ii) Equal chords of congruent circles are equidistant from the centres of the circles,22,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,22,Active,
247,Activity 23 To verify by activity method that the triangles on the same base and between the same parallels are equal in area,23,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,23,Active,
248,"Activity 23 To verify experimentally that ""the tangent at any point To a circle is perpendicular To the radius through the point at contact",23,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,23,Active,
249,Activity 23. To verify by activity method that equidistant chords from the centre of a circle are equal …,23,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,23,Active,
250,Activity 24 To find the number Of tangents from a point To the circle,24,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,24,Active,
251,Activity 24 To verify that the ratio of the areas of a parallelogram and a triangle on the same base and between the same parallels is 2 : 1,24,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,24,Active,
252,Activity 24. To make a working model to demonstrate that the angles in the same or equal segments of a circle are equal …,24,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,24,Active,
253,"Activity 25 To show that the area of a parallelogram is product of its base and height, using paper cutting and pasting",25,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,25,Active,
254,Activity 25 To verify that the lengths Of tangents drawn from an external point To a circle are equal,25,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,25,Active,
255,Activity 25. To discover the relationship between the angle subtended by an arc of a circle at its centre and at any point on the remaining part of the circle …,25,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,25,Active,
256,"Activity 26 To give a suggestive demonstration of the formula that the area of the circle is half the product of its circumference and radius, by coiling method",26,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,26,Active,
257,"Activity 26 To show that the area Of a triangle is half the product Of its base and height, using paper cutting and pasting",26,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,26,Active,
258,Activity 26. To verify that equal chords of a circle subtend equal angles at the centre of the circle …,26,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,26,Active,
259,"Activity 27 To give a suggestive demonstration of the formula that the area Of the circle is half the product Of its circumference and radius, by paper cutting and pasting",27,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,27,Active,
260,Activity 27 To verify that the angle subtended by an arc at the centre of a circle is twice the angle subtended by the same arc at any other point on the remaining part of the Circle.using the method of paper cutting and pasting,27,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,27,Active,
261,Activity 27. To verify by paper folding : “the perpendicular from the centre of a circle to a chord of the circle bisects the chord”,27,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,27,Active,
262,"Activity 28 To verify that the angles in the same Segment of a circle are equal, using the method of paper cutting and pasting",28,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,28,Active,
263,"Activity 28 To verify that the sum Of areas Of three secTors Of same radii r formed at the vertices (as centres) of any triangle is , πr2/2 using paper cutting and pasting",28,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,28,Active,
264,Activity 28. To verify by paper folding : “The line drawn through the centre of a circle to bisect a chord is perpendicular to the chord”,28,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,28,Active,
265,Activity 29 To verify using the method of paper cutting and pasting that,29,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,29,Active,
266,Activity 29. To verify that “opposite angles of a cyclic quadrilateral are supplementary” …,29,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,29,Active,
267,Activity 3 To find an approximate value of the difference of two irrational numbers of the form N/¯a vib geometrically,3,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,3,Active,
268,ACTIVITY 3 To find prime numbers between 1 to 100 by Eratosthenes Sieve's method,3,CBSE,Class 6,Mathematics,Mathematics Enrichment Lab Activities,,3,Active,
269,Activity 3 To find prime numbers from 1 to 100 using Sieve of Eratosthenes.,3,CBSE,Class 6,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,3,Active,
270,Activity 3 To obtain the conditions for consistency or inconsistency of given pairs of linear equations in two variables by graphical method,3,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,3,Active,
271,Activity 3 To represent the products Of decimal numbers such as (i) 0.7 x 0.3 (ii) 0.5 x 0.5 on a squared sheet,3,CBSE,Class 7,Mathematics,Mathematics Enrichment Lab Activities,,3,Active,
272,Activity 3 To verify by paper cutting and pasting that the sum of the exterior angles drawn in order of any polygon is 360*,3,CBSE,Class 8,Mathematics,Mathematics Enrichment Lab Activities,,3,Active,
273,"Activity 3 To verify the identity (a + b + c)? = a? + b2 + c2 + 2ab + 2bc + 2ca, by activity method",3,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,3,Active,
274,Activity 3. To show the process of multiplication of decimals with the help of squared paper.,3,CBSE,Class 7,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,3,Active,
275,Activity 3. To verify that (x2 – y2) = (x + y) (x – y) by the activity method.,3,CBSE,Class 8,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,3,Active,
276,Activity 3.To verify that the given sequence is an arithmetic progression by activity method,3,CBSE,Class 10,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,3,Active,
277,Activity 30 To compare the volumes of two right circular cylinders which are formed from rectangular sheets of paper having same dimensions,30,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,30,Active,
278,Activity 30 To verify using the method Of paper cutting and pasting that,30,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,30,Active,
279,Activity 30. To construct a triangle whose perimeter and base angles are given (by paper folding) …,30,CBSE,Class 9,Mathematics,I Do — I Understand Mathematics Laboratory Manual,,30,Active,
280,Activity 31 To form a cube and a cuboid and find their surface areas experimentally.,31,CBSE,Class 9,Mathematics,Mathematics Enrichment Lab Activities,,31,Active,
281,Activity 31 To give a suggestive demonstration Of the formula for the volume Of a right circular cylinder in terms Of its height (h) and radius (r) of the base circle,31,CBSE,Class 10,Mathematics,Mathematics Enrichment Lab Activities,,31,Active,
