Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Short Answer Questions (QPG),Explain the three components of CPU.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Short Answer Questions (QPG),What is a computer port?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Short Answer Questions (QPG),What is a hard disk?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Short Answer Questions (QPG),What is a memory?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Short Answer Questions (QPG),What is a modem?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Short Answer Questions (QPG),What is machine language?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Short Answer Questions (QPG),What is motherboard?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Short Answer Questions (QPG),Write a short note on SMPS.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Short Answer Questions (QPG),Write the use of VGA port and PS/2 port.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,True or False (QPG),1 byte consists of 10 bits.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,True or False (QPG),A processing device is used to process information.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,True or False (QPG),ALU performs all the arithmetic and logical calculations.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,True or False (QPG),The USB port was introduced in the year 1999.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,True or False (QPG),There are three types of primary memory.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Fill in the blank (QPG),_____________ value represents the digit itself in a number.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Fill in the blank (QPG),______________ and ______________ are called binary digits.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Fill in the blank (QPG),"In hexadecimal number system, E represents value ____________.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Fill in the blank (QPG),The base of binary number system is ____________________.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Fill in the blank (QPG),The base of octal number system is ____________________.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Multiple Choice Question (QPG) Test Paper,What is the base of hexadecimal number system?,N/A,16,8,2,6,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Multiple Choice Question (QPG) Test Paper,What is the binary equivalent of 5?,N/A,101,100,1,10,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Multiple Choice Question (QPG) Test Paper,What is the decimal equivalent of (111)2?,N/A,7,9,11,3,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Multiple Choice Question (QPG) Test Paper,Which number is equivalent to 30?,N/A,1,3,0,5,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Multiple Choice Question (QPG) Test Paper,Who gave the concept of 0?,N/A,Aryabhatta,Bill Gates,John Kemeny,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Short Answer Questions (QPG),Explain the different steps with an example to convert decimal number to binary.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,Short Answer Questions (QPG),What is number system? Explain its types.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,True or False (QPG),The base of decimal number system is 16.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,True or False (QPG),The computer system understands only machine language.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,True or False (QPG),The octal number system consists of 7 digits.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,True or False (QPG),"Whenever you count your number of friends, the counting process is done using binary number system.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 3. Number System,,,True or False (QPG),You should always start the multiplication process from the extreme right digit.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Fill in the blank (QPG),AVG is an example of ---------------- Software.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Fill in the blank (QPG),Melissa and Concept are ---------------- viruses.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Fill in the blank (QPG),Virus is a Latin word which means ----------------- .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Fill in the blank (QPG),"You should ----------------- your antivirus regularly, so that it can detect new viruses.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Multiple Choice Question (QPG) Test Paper,Computer network is a large collection of several computer systems connected by a large/main computer called a :,N/A,Node,Client,Server,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Multiple Choice Question (QPG) Test Paper,Sasser and Blaster are :,N/A,Viruses,Worms,Files,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Multiple Choice Question (QPG) Test Paper,"To protect your computer, you must install :",N/A,Firewall,Spyware,Antivirus,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Multiple Choice Question (QPG) Test Paper,Virus may enter into your computer system through email :,N/A,text,attachments,addresses,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Short Answer Questions (QPG),Define File Viruses.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Short Answer Questions (QPG),State the difference between adware and spyware.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Short Answer Questions (QPG),What are Macro Viruses?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Short Answer Questions (QPG),What is a malware?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Short Answer Questions (QPG),What is a Trojan Horse?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Short Answer Questions (QPG),What is an antivirus software? What are the steps to update an antivirus software?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Short Answer Questions (QPG),What is a firewall?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,Short Answer Questions (QPG),Write three symptoms of a virus infection in the computer.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,True or False (QPG),A macro virus infects the macros within a document or a template.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,True or False (QPG),A virus destroys or corrupts the data files on the computer system.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,True or False (QPG),Bit Defender is an example of antivirus software.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,True or False (QPG),Virus may enter through various malicious websites.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 4. Computer Viruses and their Effects,,,True or False (QPG),Worms reside in the boot sector of a hard disk or a floppy disk.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Fill in the blank (QPG),#NAME?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Fill in the blank (QPG),---------------- is the word's first free GUI based operating system.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Fill in the blank (QPG),"In the term RTOS, R stands for --------------- .",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Fill in the blank (QPG),"The first commercially available GUI was ---------------- , developed by ---------------- .",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Fill in the blank (QPG),The term user interface was originated in the late ---------------- .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Multiple Choice Question (QPG) Test Paper,"Name the process of loading of an operating system from disk to RAM, when the user switches on the computer.",N/A,Hooting,Shooting,Booting,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Multiple Choice Question (QPG) Test Paper,Which of the following are the physical components of a computer system which you can feel and touch?,N/A,Software,Hardware,Operating system,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Multiple Choice Question (QPG) Test Paper,Which of the following controls and manages both hardware and software?,N/A,Device driver,Operating System,GUI,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Multiple Choice Question (QPG) Test Paper,Which of the following is a single-user operating system?,N/A,MS DOS,Windows Vista,Unix,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Multiple Choice Question (QPG) Test Paper,Which of the following is a software used to allow interaction with the hardware devices?,N/A,Device driver,CUI,GUI,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Short Answer Questions (QPG),Explain any four functions of an operating system.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Short Answer Questions (QPG),Explain the difference between CUI and GUI.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Short Answer Questions (QPG),Explain the need of operating system.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Short Answer Questions (QPG),What is an embedded computer?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Short Answer Questions (QPG),What is an operating system? Give examples.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Short Answer Questions (QPG),What is device driver?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Short Answer Questions (QPG),What is GUI? Write its advantages.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Short Answer Questions (QPG),What is memory management by an operating system?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,Short Answer Questions (QPG),Write the differences between the terms : multiprogramming and multiprocessing.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,True or False (QPG),An operating system keeps track of the allocation and deallocation of memory.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,True or False (QPG),"In PC DOS, P stands for Periodic.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,True or False (QPG),Operating system and application software are collectively known as system software.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,True or False (QPG),"Without operating system, the user cannot use a computer.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 1. Operating System,,,True or False (QPG),WYSIWYG stands for Why You See Is Why You Get.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Fill in the blank (QPG),A ---------------- is a predefined formula.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Fill in the blank (QPG),A cell address is also known as cell ---------------- .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Fill in the blank (QPG),A formula always begins with an ---------------- sign.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Fill in the blank (QPG),The group of adjacent cells is called a ---------------- of cells.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Multiple Choice Question (QPG) Test Paper,Which cell reference is an example of absolute cell reference?,N/A,$A1,$A$1,A1$,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Multiple Choice Question (QPG) Test Paper,Which function displays the current date?,N/A,Today( ),Year( ),Day( ),Month( ),,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Multiple Choice Question (QPG) Test Paper,Which function displays the minimum value?,N/A,Max( ),Min( ),Average( ),None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Short Answer Questions (QPG),Define Extend Indicator.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Short Answer Questions (QPG),Explain the AutoSum feature of Excel.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Short Answer Questions (QPG),How,N/A,do you select continuous range of cells?,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Short Answer Questions (QPG),Name the different types of operators in MS-Excel 2013.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Short Answer Questions (QPG),What are the two buttons present on the Formula bar?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Short Answer Questions (QPG),What do you mean by a formula? Give examples.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Short Answer Questions (QPG),What is a range of cells?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Short Answer Questions (QPG),What is cell reference? Give its types.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Short Answer Questions (QPG),What is function? Name some functions.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,Short Answer Questions (QPG),What is the use of 'Count' function?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,True or False (QPG),Combined reference is a type of cell reference.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,True or False (QPG),Formula always begins with ! sign.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,True or False (QPG),Min function returns the largest value from a set of values.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,True or False (QPG),Ranges cannot be used in formula.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 2. Formulae and Functions in Excel,,,True or False (QPG),Sum function calculates the sum of the values.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Fill in the blank (QPG),A ---------------- chart displays the data in the form of circle.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Fill in the blank (QPG),A ---------------- chart displays the data in the form of rectangular bars.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Fill in the blank (QPG),Chart Tools has tabs namely ---------------- and ---------------- .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Fill in the blank (QPG),The total region of a chart is called ---------------- .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Fill in the blank (QPG),X-axis is called ---------------- axis.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Multiple Choice Question (QPG) Test Paper,A unique color that identifies a data series is called :,N/A,Axis,Data Point,Legend,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Multiple Choice Question (QPG) Test Paper,The points that are plotted in the chart are called :,N/A,Label,Value,Data Points,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Multiple Choice Question (QPG) Test Paper,Which chart type displays the data in the form of grid net?,N/A,Pie,Radar,Line,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Multiple Choice Question (QPG) Test Paper,Which function key is used to insert a chart in worksheet?,N/A,F8,F11,F9,F6,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
